id,nom,sexe,région,âge,culture
2961,Pape Balde,M,Matam,61,arachide
2962,Mamadou Faye Senghor,M,Mbour,58,sésame
2963,Moussa Ndoye,M,Kaolack,44,mil
2964,Adama Gassama,F,Dakar,63,mil
2965,Cheikh Dieng,M,Thiès,20,fruits
2966,Mamadou Sy,M,Thiès,39,manioc
2967,Ndeye Dabo,F,Kolda,53,riz
2968,Mamadou Diop Ndoye,M,Matam,21,haricot
2969,Aissatou Diouf,F,Diourbel,55,légumes
2970,Mamadou Diop Ndoye,M,Kaolack,32,mais
2971,Abdoulaye Bamba,M,Sédhiou,62,mais
2972,Lamine Sall,M,Sédhiou,21,coton
2973,helene Sow,F,Diourbel,47,arachide
2974,Fatou Kane,F,Tivaouane,44,riz
2975,Coumba Keita,F,Ziguinchor,27,légumes
2976,Coumba Diakhate,F,Mbour,22,mil
2977,Seynabou Fofana,F,Matam,46,sésame
2978,Moussa Diagne,M,Fatick,19,riz
2979,Cheikh Ba,M,Matam,62,légumes
2980,Cheikh Ba,M,Tambacounda,18,fruits
2981,Mamadou Diop Sy,M,Fatick,44,arachide
2982,Cheikh Balde,M,Fatick,44,sésame
2983,Lamine Ba,M,Sédhiou,45,sésame
2984,Mamadou Sow Faye,M,Louga,19,sésame
2985,Seynabou Keita,F,Matam,35,autres
2986,Mamadou Diop Dabo,M,Mbour,46,coton
2987,Aminata Kane,F,Kolda,35,igname
2988,Aissatou Senghor,F,Kolda,36,sésame
2989,Aissatou Camara,F,Louga,38,mil
2990,Aissatou Ndoye,F,Louga,23,fruits
2991,Ndeye Balde,F,Tivaouane,25,mil
2992,Coumba Diouf,F,Tivaouane,61,mais
2993,Mamadou Diagne,M,Matam,43,patate douce
2994,Mariama Traoré,F,Tivaouane,57,légumes
2995,Ndeye Thiam,F,Sédhiou,37,mil
2996,Adama Diallo,F,Fatick,18,manioc
2997,Mariama Fofana,F,Sédhiou,53,patate douce
2998,Khady Fofana,F,Louga,53,autres
2999,Adama Diallo,F,Diourbel,31,manioc
3000,Mariama Fofana,F,Kaolack,39,autres
3001,Mariama Fall,F,Louga,57,manioc
3002,Modou Diouf,M,Thiès,26,autres
3003,El Hadji Sow,M,Tivaouane,65,sésame
3004,Ndeye Dabo,F,Tambacounda,23,sésame
3005,Mariama Faye,F,Tambacounda,36,riz
3006,Mamadou Faye Fofana,M,Mbour,46,coton
3007,Pape Camara,M,Dakar,50,patate douce
3008,Mamadou Faye Thiam,M,Diourbel,41,sésame
3009,Fatou Camara,F,Dakar,40,légumes
3010,Sidy Gassama,M,Tivaouane,39,haricot
3011,Aissatou Sy,F,Sédhiou,33,manioc
3012,Ousmane Ndiaye,M,Tivaouane,19,patate douce
3013,Bineta Diagne,F,Thiès,59,mais
3014,Mamadou Diop Ndiaye,M,Fatick,47,sésame
3015,Khady Faye,F,Kaolack,49,riz
3016,Mamadou Sarr Cissé,M,Mbour,64,fruits
3017,Ndeye Diallo,F,Mbour,19,coton
3018,Mariama Ndoye,F,Tivaouane,30,mais
3019,Mamadou Dabo,M,Kolda,57,manioc
3020,Mamadou Lamine Diouf,M,Tivaouane,59,manioc
3021,El Hadji Dieng,M,Ziguinchor,58,sésame
3022,Mamadou Faye Sarr,M,Ziguinchor,24,mil
3023,El Hadji Kouyaté,M,Tivaouane,62,haricot
3024,Mamadou Lamine Diop,M,Kolda,19,riz
3025,Adama Kouyaté,F,Ziguinchor,61,manioc
3026,Pape Sy,M,Kaolack,50,mil
3027,Maty Diallo,F,Kolda,42,légumes
3028,Maty Camara,F,Matam,25,sésame
3029,Mamadou Ndiaye Dabo,M,Saint-Louis,34,fruits
3030,Aissatou Balde,F,Kaolack,44,riz
3031,Maty Diouf,F,Saint-Louis,35,coton
3032,Aminata Fall,F,Mbour,25,igname
3033,Mamadou Faye Gueye,M,Louga,25,légumes
3034,Lamine Ba,M,Matam,43,igname
3035,Bineta Gueye,F,Dakar,29,haricot
3036,El Hadji Sarr,M,Thiès,38,arachide
3037,Seynabou Diop,F,Mbour,43,sésame
3038,Ibrahima Gueye,M,Dakar,37,sésame
3039,Mamadou Boubacar Dabo,M,Kaolack,38,patate douce
3040,Mamadou Ndoye,M,Louga,53,riz
3041,Adama Cissé,F,Ziguinchor,19,arachide
3042,Mamadou Diop Sall,M,Saint-Louis,37,mais
3043,Mamadou Boubacar Toure,M,Fatick,46,légumes
3044,Mariama Thiam,F,Fatick,51,autres
3045,Aminata Kouyaté,F,Sédhiou,37,riz
3046,Mamadou Diop Gassama,M,Kolda,55,mais
3047,Mariama Koulibaly,F,Mbour,63,manioc
3048,Mamadou Sow Traoré,M,Tivaouane,20,riz
3049,Fatou Gassama,F,Saint-Louis,55,fruits
3050,Babacar Barry,M,Kaolack,54,sésame
3051,Mamadou Diop Ndiaye,M,Matam,62,igname
3052,Ndeye Kouyaté,F,Diourbel,54,légumes
3053,Coumba Koulibaly,F,Kolda,61,manioc
3054,Coumba Koulibaly,F,Diourbel,52,mais
3055,Ndeye Keita,F,Tivaouane,44,mil
3056,Cheikh Senghor,M,Sédhiou,64,légumes
3057,Mamadou Keita,M,Sédhiou,43,sésame
3058,El Hadji Diouf,M,Louga,28,riz
3059,Mariama Barry,F,Tambacounda,57,patate douce
3060,Moussa Ndiaye,M,Kaolack,56,igname
3061,Coumba Diagne,F,Ziguinchor,21,sésame
3062,Khady Faye,F,Diourbel,49,haricot
3063,Khady Sow,F,Tivaouane,37,mais
3064,Rokhaya Sall,F,Matam,39,patate douce
3065,Mamadou Lamine Balde,M,Ziguinchor,33,légumes
3066,Mamadou Faye Diop,M,Saint-Louis,59,patate douce
3067,Bineta Diagne,F,Thiès,42,igname
3068,Maty Dieng,F,Louga,64,fruits
3069,Khady Cissé,F,Kaolack,32,arachide
3070,Adama Diagne,F,Saint-Louis,55,arachide
3071,helene Cissé,F,Tivaouane,19,arachide
3072,Mamadou Faye Sy,M,Mbour,42,riz
3073,Mamadou Traoré,M,Saint-Louis,30,autres
3074,helene Gueye,F,Mbour,34,manioc
3075,Mamadou Ndiaye Barry,M,Kolda,26,mil
3076,Mamadou Thiam,M,Tivaouane,34,manioc
3077,Pape Fall,M,Louga,42,mais
3078,Khady Dieng,F,Kolda,30,coton
3079,Rokhaya Camara,F,Louga,52,fruits
3080,Mamadou Lamine Fofana,M,Sédhiou,53,riz
3081,Khady Senghor,F,Thiès,48,sésame
3082,Adama Ba,F,Dakar,61,haricot
3083,El Hadji Cissé,M,Sédhiou,19,riz
3084,Fatou Sow,F,Thiès,61,igname
3085,Coumba Sow,F,Dakar,49,fruits
3086,Bineta Ndiaye,F,Ziguinchor,40,riz
3087,Abdoulaye Bamba,M,Thiès,22,igname
3088,Rokhaya Sy,F,Kaolack,20,patate douce
3089,Fatou Ndiaye,F,Sédhiou,47,manioc
3090,Abdoulaye Koulibaly,M,Kolda,52,sésame
3091,Adama Camara,F,Matam,19,igname
3092,Mamadou Ndiaye Faye,M,Mbour,18,coton
3093,Ousmane Ba,M,Matam,55,légumes
3094,Fatou Ndiaye,F,Sédhiou,25,coton
3095,Mariama Barry,F,Louga,23,igname
3096,helene Fofana,F,Louga,35,fruits
3097,Maty Gueye,F,Kolda,53,haricot
3098,Mamadou Gueye,M,Dakar,39,manioc
3099,Adama Balde,F,Ziguinchor,19,patate douce
3100,Ndeye Balde,F,Tambacounda,35,autres
3101,Mamadou Ndiaye Keita,M,Saint-Louis,65,arachide
3102,Mamadou Ndiaye Kouyaté,M,Mbour,19,arachide
3103,Seynabou Sow,F,Mbour,24,légumes
3104,Ibrahima Fall,M,Ziguinchor,40,sésame
3105,Mamadou Faye Fofana,M,Sédhiou,41,patate douce
3106,Mamadou Sarr Sow,M,Thiès,23,arachide
3107,Ndeye Gueye,F,Kolda,32,manioc
3108,Modou Cissé,M,Ziguinchor,43,igname
3109,Modou Barry,M,Thiès,38,patate douce
3110,Maty Sow,F,Saint-Louis,33,fruits
3111,Mariama Camara,F,Dakar,40,fruits
3112,Rokhaya Kouyaté,F,Mbour,59,mil
3113,Lamine Diakhate,M,Diourbel,25,autres
3114,Mariama Ba,F,Diourbel,42,riz
3115,Bineta Ndiaye,F,Matam,41,patate douce
3116,Ibrahima Ndoye,M,Saint-Louis,40,manioc
3117,Coumba Diagne,F,Diourbel,28,mil
3118,Mamadou Sow Balde,M,Matam,38,patate douce
3119,Mamadou Sow Diakhate,M,Thiès,18,manioc
3120,Mariama Faye,F,Kolda,28,igname
3121,Khady Balde,F,Matam,38,légumes
3122,Abdoulaye Diakhate,M,Sédhiou,49,fruits
3123,Mamadou Boubacar Diallo,M,Sédhiou,22,patate douce
3124,Modou Fofana,M,Kaolack,40,patate douce
3125,Mariama Keita,F,Mbour,36,sésame
3126,Mamadou Boubacar Koulibaly,M,Ziguinchor,52,mais
3127,Seynabou Diagne,F,Dakar,58,mais
3128,Mamadou Ndiaye Bamba,M,Mbour,40,sésame
3129,Rokhaya Fall,F,Saint-Louis,44,autres
3130,Cheikh Gassama,M,Tambacounda,30,arachide
3131,Mamadou Sarr Fofana,M,Diourbel,21,riz
3132,Ousmane Sarr,M,Dakar,58,légumes
3133,Mamadou Sow Faye,M,Louga,23,fruits
3134,Mariama Fofana,F,Thiès,36,igname
3135,Coumba Sall,F,Tambacounda,43,mais
3136,Mamadou Sow Keita,M,Saint-Louis,35,manioc
3137,Mamadou Diop Koulibaly,M,Fatick,19,patate douce
3138,Seynabou Sow,F,Tivaouane,26,arachide
3139,Mamadou Sarr Traoré,M,Tambacounda,61,riz
3140,El Hadji Bamba,M,Tambacounda,56,autres
3141,Lamine Diouf,M,Diourbel,54,autres
3142,Moussa Diop,M,Tivaouane,34,sésame
3143,Seynabou Sarr,F,Matam,50,fruits
3144,Khady Faye,F,Diourbel,32,riz
3145,Rokhaya Diop,F,Sédhiou,54,mil
3146,Seynabou Gassama,F,Kaolack,33,légumes
3147,Khady Gassama,F,Thiès,22,igname
3148,Modou Sow,M,Tambacounda,44,haricot
3149,Sidy Ndiaye,M,Mbour,46,autres
3150,helene Thiam,F,Diourbel,19,autres
3151,Adama Senghor,F,Saint-Louis,18,sésame
3152,Bineta Sy,F,Louga,60,légumes
3153,Pape Gassama,M,Mbour,24,igname
3154,Ibrahima Diallo,M,Tivaouane,46,haricot
3155,Bineta Fall,F,Tambacounda,63,fruits
3156,Babacar Balde,M,Dakar,27,fruits
3157,El Hadji Diagne,M,Kolda,65,igname
3158,Khady Sall,F,Ziguinchor,21,coton
3159,Mamadou Faye Thiam,M,Tivaouane,20,patate douce
3160,Adama Toure,F,Saint-Louis,29,arachide
3161,Rokhaya Faye,F,Saint-Louis,59,igname
3162,Fatou Barry,F,Kaolack,48,légumes
3163,Khady Diop,F,Saint-Louis,29,sésame
3164,Khady Cissé,F,Matam,41,fruits
3165,Aissatou Traoré,F,Mbour,26,patate douce
3166,Mamadou Boubacar Sall,M,Tambacounda,39,arachide
3167,Aminata Diakhate,F,Tambacounda,49,manioc
3168,Mamadou Boubacar Keita,M,Matam,27,légumes
3169,Seynabou Sarr,F,Mbour,41,haricot
3170,Adama Senghor,F,Fatick,42,autres
3171,Mamadou Faye Thiam,M,Ziguinchor,47,igname
3172,Modou Toure,M,Tambacounda,32,sésame
3173,Moussa Kouyaté,M,Fatick,57,sésame
3174,Bineta Fall,F,Kolda,33,légumes
3175,Coumba Senghor,F,Kolda,56,riz
3176,Babacar Diagne,M,Sédhiou,24,haricot
3177,Mamadou Boubacar Diallo,M,Kolda,54,haricot
3178,Mamadou Ndiaye Sall,M,Mbour,63,mais
3179,Aminata Sall,F,Saint-Louis,23,arachide
3180,Adama Camara,F,Sédhiou,31,arachide
3181,Cheikh Diagne,M,Kolda,45,patate douce
3182,Seynabou Traoré,F,Sédhiou,52,légumes
3183,Lamine Diagne,M,Kolda,19,sésame
3184,Khady Dieng,F,Saint-Louis,57,manioc
3185,Babacar Bamba,M,Fatick,43,manioc
3186,Mamadou Diop Ndoye,M,Ziguinchor,19,riz
3187,Mamadou Diallo,M,Tambacounda,54,igname
3188,helene Bamba,F,Dakar,25,sésame
3189,Khady Senghor,F,Fatick,30,sésame
3190,Mamadou Sow Sow,M,Kolda,54,arachide
3191,Cheikh Koulibaly,M,Tambacounda,45,igname
3192,Aissatou Kane,F,Tivaouane,63,mais
3193,Khady Diop,F,Sédhiou,51,légumes
3194,Mamadou Fofana,M,Saint-Louis,36,mil
3195,Rokhaya Barry,F,Ziguinchor,23,légumes
3196,Bineta Fall,F,Sédhiou,35,riz
3197,Mamadou Diop Toure,M,Thiès,22,riz
3198,Coumba Diagne,F,Kolda,48,haricot
3199,Seynabou Barry,F,Kolda,41,patate douce
3200,Mariama Sow,F,Saint-Louis,53,autres
3201,Mamadou Sow Senghor,M,Mbour,21,manioc
3202,Fatou Diouf,F,Kolda,42,mil
3203,Maty Bamba,F,Fatick,64,haricot
3204,Bineta Dieng,F,Saint-Louis,19,mais
3205,Seynabou Traoré,F,Saint-Louis,59,arachide
3206,Coumba Barry,F,Fatick,22,manioc
3207,Coumba Dieng,F,Tambacounda,61,riz
3208,Mamadou Boubacar Barry,M,Mbour,26,mais
3209,Maty Gassama,F,Dakar,34,mil
3210,Adama Keita,F,Dakar,60,fruits
3211,Bineta Diakhate,F,Kolda,31,coton
3212,Mamadou Sow Keita,M,Sédhiou,30,mais
3213,Pape Diop,M,Louga,19,manioc
3214,Mamadou Sow Fall,M,Diourbel,34,mais
3215,El Hadji Koulibaly,M,Kaolack,35,sésame
3216,Lamine Sarr,M,Mbour,35,coton
3217,Mamadou Sarr Ndiaye,M,Louga,26,patate douce
3218,Adama Diouf,F,Louga,65,manioc
3219,Khady Diouf,F,Louga,36,fruits
3220,Mamadou Sow Balde,M,Tambacounda,58,patate douce
3221,Aissatou Diop,F,Matam,28,riz
3222,Mamadou Ndiaye Diakhate,M,Mbour,20,patate douce
3223,Ousmane Sarr,M,Louga,22,igname
3224,Pape Bamba,M,Saint-Louis,40,haricot
3225,Ibrahima Barry,M,Tivaouane,25,riz
3226,Mamadou Ndiaye Diagne,M,Matam,50,sésame
3227,Moussa Faye,M,Dakar,23,autres
3228,Mamadou Sow Dieng,M,Tivaouane,57,mais
3229,Cheikh Ba,M,Thiès,58,patate douce
3230,Babacar Faye,M,Ziguinchor,32,igname
3231,Coumba Diallo,F,Tambacounda,30,riz
3232,Ndeye Camara,F,Diourbel,49,autres
3233,Mamadou Boubacar Dabo,M,Saint-Louis,39,patate douce
3234,helene Sow,F,Fatick,58,sésame
3235,Adama Ndoye,F,Kaolack,42,patate douce
3236,Mamadou Lamine Diallo,M,Tambacounda,62,mais
3237,El Hadji Cissé,M,Thiès,42,fruits
3238,Lamine Ba,M,Dakar,33,manioc
3239,Mamadou Sow Toure,M,Tambacounda,36,coton
3240,Mariama Kane,F,Fatick,48,mais
3241,Ousmane Dieng,M,Diourbel,23,coton
3242,El Hadji Cissé,M,Thiès,21,légumes
3243,Babacar Diagne,M,Saint-Louis,42,igname
3244,Pape Diallo,M,Fatick,36,coton
3245,Aissatou Thiam,F,Dakar,19,autres
3246,Bineta Ndiaye,F,Kaolack,40,patate douce
3247,Adama Sarr,F,Sédhiou,47,manioc
3248,helene Barry,F,Mbour,20,coton
3249,helene Camara,F,Thiès,35,manioc
3250,El Hadji Sow,M,Ziguinchor,53,légumes
3251,Rokhaya Toure,F,Kaolack,50,sésame
3252,Mamadou Gassama,M,Ziguinchor,47,fruits
3253,Modou Diop,M,Thiès,31,mais
3254,Bineta Diallo,F,Louga,64,igname
3255,Khady Diakhate,F,Fatick,31,mais
3256,Mamadou Diop Sy,M,Sédhiou,46,haricot
3257,Abdoulaye Kane,M,Kaolack,27,haricot
3258,Mamadou Sarr Bamba,M,Thiès,39,patate douce
3259,Mamadou Sow Cissé,M,Matam,18,légumes
3260,Bineta Kane,F,Louga,41,fruits
3261,Mariama Fall,F,Sédhiou,21,patate douce
3262,Mamadou Sow,M,Fatick,48,manioc
3263,Abdoulaye Ba,M,Fatick,65,riz
3264,Adama Thiam,F,Saint-Louis,18,mais
3265,Fatou Balde,F,Sédhiou,47,patate douce
3266,Babacar Kane,M,Matam,62,autres
3267,Adama Sow,F,Diourbel,18,mil
3268,Abdoulaye Sarr,M,Tambacounda,40,coton
3269,Mariama Thiam,F,Matam,46,manioc
3270,Mamadou Faye Diallo,M,Louga,37,coton
3271,Aissatou Sow,F,Kaolack,62,coton
3272,Sidy Barry,M,Diourbel,52,légumes
3273,Ousmane Barry,M,Louga,53,mil
3274,Bineta Sarr,F,Matam,35,légumes
3275,Mariama Kouyaté,F,Ziguinchor,40,fruits
3276,Abdoulaye Sarr,M,Kolda,63,manioc
3277,Maty Camara,F,Dakar,57,haricot
3278,Mariama Fofana,F,Mbour,49,manioc
3279,Abdoulaye Ba,M,Mbour,18,coton
3280,Mamadou Diop Diagne,M,Dakar,57,autres
3281,Modou Faye,M,Louga,32,riz
3282,Cheikh Diallo,M,Tambacounda,33,légumes
3283,Mariama Faye,F,Diourbel,44,manioc
3284,Ibrahima Diagne,M,Fatick,56,sésame
3285,Khady Kouyaté,F,Thiès,36,sésame
3286,Lamine Sarr,M,Saint-Louis,28,igname
3287,Khady Ndiaye,F,Thiès,39,sésame
3288,Mamadou Diop Balde,M,Thiès,47,riz
3289,Mamadou Sarr Kouyaté,M,Sédhiou,41,manioc
3290,Ndeye Diagne,F,Saint-Louis,23,patate douce
3291,Babacar Sow,M,Tivaouane,48,riz
3292,Sidy Kane,M,Dakar,35,sésame
3293,Sidy Sow,M,Diourbel,20,haricot
3294,El Hadji Diagne,M,Thiès,25,mil
3295,Mamadou Faye Senghor,M,Saint-Louis,35,patate douce
3296,Fatou Sarr,F,Fatick,60,autres
3297,Ndeye Fall,F,Mbour,62,riz
3298,Moussa Kouyaté,M,Sédhiou,35,sésame
3299,Khady Koulibaly,F,Ziguinchor,57,autres
3300,Lamine Diallo,M,Diourbel,32,arachide
3301,Seynabou Thiam,F,Dakar,61,sésame
3302,Aminata Koulibaly,F,Thiès,61,fruits
3303,Mamadou Faye Sarr,M,Kolda,63,manioc
3304,Seynabou Sall,F,Mbour,64,mais
3305,Mamadou Faye Barry,M,Kolda,40,manioc
3306,Modou Sy,M,Diourbel,53,manioc
3307,Bineta Diouf,F,Kaolack,41,autres
3308,Moussa Sow,M,Kolda,35,manioc
3309,helene Cissé,F,Tivaouane,40,riz
3310,Abdoulaye Sow,M,Dakar,40,patate douce
3311,Maty Sow,F,Louga,23,patate douce
3312,Adama Camara,F,Diourbel,24,sésame
3313,Rokhaya Barry,F,Kolda,29,igname
3314,Mamadou Sarr Sy,M,Saint-Louis,62,mais
3315,Fatou Toure,F,Kolda,59,légumes
3316,Mamadou Sow Diallo,M,Tivaouane,40,manioc
3317,Bineta Diallo,F,Dakar,58,mais
3318,Coumba Camara,F,Sédhiou,31,haricot
3319,Rokhaya Keita,F,Matam,37,arachide
3320,Coumba Sow,F,Thiès,51,sésame
3321,helene Diagne,F,Diourbel,46,fruits
3322,Adama Kane,F,Sédhiou,19,mais
3323,Mamadou Diop Diallo,M,Louga,45,haricot
3324,Pape Diallo,M,Kolda,26,autres
3325,Sidy Ndiaye,M,Thiès,21,mais
3326,Mamadou Sarr Gassama,M,Louga,42,légumes
3327,Ousmane Camara,M,Matam,51,riz
3328,Khady Sow,F,Ziguinchor,27,arachide
3329,Ousmane Cissé,M,Saint-Louis,32,légumes
3330,Fatou Ba,F,Diourbel,24,légumes
3331,Mamadou Lamine Diakhate,M,Kaolack,49,coton
3332,Mamadou Lamine Faye,M,Louga,56,patate douce
3333,Coumba Bamba,F,Dakar,33,haricot
3334,Fatou Bamba,F,Matam,20,patate douce
3335,Mamadou Diop Gueye,M,Sédhiou,49,riz
3336,Seynabou Toure,F,Fatick,41,igname
3337,Lamine Koulibaly,M,Ziguinchor,57,arachide
3338,Sidy Diakhate,M,Matam,23,sésame
3339,Modou Dabo,M,Tambacounda,64,coton
3340,Mamadou Diallo,M,Louga,26,haricot
3341,Abdoulaye Senghor,M,Saint-Louis,20,riz
3342,Pape Sow,M,Fatick,33,haricot
3343,Seynabou Diallo,F,Louga,19,haricot
3344,helene Camara,F,Ziguinchor,52,igname
3345,Mamadou Sarr Sall,M,Mbour,51,mil
3346,Bineta Dieng,F,Mbour,33,mais
3347,Aissatou Diagne,F,Mbour,22,mais
3348,Ibrahima Dieng,M,Dakar,45,mil
3349,Ibrahima Ndiaye,M,Saint-Louis,26,fruits
3350,Mariama Diakhate,F,Tivaouane,30,patate douce
3351,Maty Camara,F,Fatick,18,autres
3352,Mamadou Lamine Koulibaly,M,Thiès,52,légumes
3353,Mamadou Diop Toure,M,Tambacounda,23,igname
3354,Mamadou Ndiaye Senghor,M,Kolda,45,manioc
3355,Khady Keita,F,Fatick,25,riz
3356,Mamadou Diop Senghor,M,Mbour,35,riz
3357,Khady Diop,F,Kaolack,56,riz
3358,Aminata Cissé,F,Kolda,27,patate douce
3359,Mamadou Sarr Gueye,M,Dakar,22,mais
3360,Mamadou Ndiaye Faye,M,Louga,32,manioc
3361,Sidy Bamba,M,Sédhiou,40,riz
3362,Modou Bamba,M,Diourbel,44,riz
3363,Mamadou Lamine Traoré,M,Saint-Louis,37,igname
3364,Mamadou Boubacar Cissé,M,Tivaouane,50,arachide
3365,Maty Diouf,F,Diourbel,36,igname
3366,Seynabou Ba,F,Sédhiou,54,igname
3367,Aissatou Keita,F,Diourbel,22,coton
3368,Maty Koulibaly,F,Matam,55,patate douce
3369,Fatou Sall,F,Fatick,34,fruits
3370,Mamadou Diop Kouyaté,M,Kaolack,62,mil
3371,Aminata Fall,F,Mbour,51,igname
3372,Mamadou Ndiaye Diouf,M,Dakar,63,fruits
3373,Bineta Keita,F,Saint-Louis,22,sésame
3374,Mamadou Ndiaye Diakhate,M,Louga,65,riz
3375,Rokhaya Dabo,F,Ziguinchor,21,arachide
3376,Pape Sow,M,Kolda,58,arachide
3377,Babacar Sall,M,Ziguinchor,40,manioc
3378,Mamadou Faye Keita,M,Kaolack,41,sésame
3379,Adama Koulibaly,F,Tivaouane,51,coton
3380,Modou Ba,M,Tivaouane,19,patate douce
3381,Mamadou Ndiaye Sall,M,Sédhiou,21,fruits
3382,Babacar Faye,M,Louga,52,coton
3383,Coumba Toure,F,Louga,30,haricot
3384,Mamadou Faye Sow,M,Thiès,39,riz
3385,Adama Cissé,F,Diourbel,46,mais
3386,Abdoulaye Diagne,M,Kaolack,18,mil
3387,Mamadou Lamine Camara,M,Sédhiou,28,fruits
3388,Aissatou Kouyaté,F,Thiès,28,manioc
3389,Ibrahima Kane,M,Sédhiou,65,sésame
3390,Mariama Diakhate,F,Tivaouane,40,mais
3391,Ndeye Sow,F,Fatick,31,fruits
3392,Ndeye Fall,F,Diourbel,21,arachide
3393,Lamine Diallo,M,Dakar,29,arachide
3394,Mariama Ndiaye,F,Dakar,58,mil
3395,Mamadou Boubacar Gassama,M,Fatick,36,autres
3396,Ousmane Camara,M,Diourbel,29,riz
3397,Moussa Ba,M,Kolda,27,igname
3398,Khady Kouyaté,F,Sédhiou,60,fruits
3399,Fatou Sow,F,Saint-Louis,21,haricot
3400,helene Diouf,F,Kaolack,54,sésame
3401,Cheikh Traoré,M,Dakar,20,autres
3402,Ndeye Fall,F,Matam,21,mil
3403,Moussa Diallo,M,Sédhiou,43,légumes
3404,helene Keita,F,Kaolack,59,arachide
3405,Seynabou Toure,F,Kaolack,39,mil
3406,helene Diallo,F,Kaolack,51,légumes
3407,Maty Senghor,F,Mbour,48,arachide
3408,Khady Sow,F,Fatick,19,arachide
3409,Aminata Diouf,F,Tambacounda,65,légumes
3410,Seynabou Gassama,F,Dakar,65,fruits
3411,Mamadou Boubacar Kane,M,Ziguinchor,27,riz
3412,Seynabou Sow,F,Tivaouane,36,mais
3413,Adama Fofana,F,Tivaouane,53,autres
3414,Babacar Fall,M,Diourbel,35,mais
3415,Maty Bamba,F,Thiès,64,manioc
3416,Cheikh Toure,M,Fatick,49,patate douce
3417,Aminata Faye,F,Tambacounda,25,arachide
3418,Mamadou Diop Bamba,M,Louga,62,fruits
3419,Mamadou Sarr Sow,M,Tivaouane,59,arachide
3420,Mamadou Ba,M,Mbour,63,fruits
3421,Adama Barry,F,Ziguinchor,47,mais
3422,Khady Ba,F,Fatick,57,sésame
3423,Modou Diallo,M,Saint-Louis,60,manioc
3424,Aissatou Keita,F,Ziguinchor,26,coton
3425,Babacar Kouyaté,M,Mbour,53,riz
3426,Cheikh Ndoye,M,Matam,53,coton
3427,Ndeye Ndiaye,F,Kolda,44,fruits
3428,Mamadou Ndiaye Kane,M,Thiès,39,mais
3429,Pape Dabo,M,Dakar,33,légumes
3430,Ousmane Kane,M,Thiès,49,fruits
3431,Pape Diakhate,M,Sédhiou,23,sésame
3432,Adama Cissé,F,Louga,63,arachide
3433,Rokhaya Camara,F,Fatick,50,sésame
3434,Modou Koulibaly,M,Tivaouane,24,coton
3435,Mariama Balde,F,Diourbel,22,mil
3436,Modou Barry,M,Ziguinchor,62,mais
3437,Babacar Diop,M,Saint-Louis,38,manioc
3438,helene Sow,F,Diourbel,61,coton
3439,Seynabou Keita,F,Sédhiou,57,igname
3440,Seynabou Cissé,F,Ziguinchor,65,patate douce
3441,Mamadou Ndiaye Ba,M,Matam,21,arachide
3442,Mariama Dieng,F,Diourbel,19,riz
3443,Fatou Sall,F,Tambacounda,41,coton
3444,Modou Camara,M,Tivaouane,59,sésame
3445,helene Sall,F,Sédhiou,28,patate douce
3446,helene Bamba,F,Tambacounda,30,autres
3447,Mamadou Sarr Cissé,M,Ziguinchor,58,riz
3448,Ibrahima Sarr,M,Sédhiou,60,haricot
3449,Coumba Barry,F,Sédhiou,37,légumes
3450,Aissatou Diouf,F,Thiès,23,légumes
3451,Rokhaya Diallo,F,Tambacounda,30,igname
3452,Cheikh Dabo,M,Fatick,47,mil
3453,Seynabou Sy,F,Tivaouane,35,autres
3454,Rokhaya Diakhate,F,Ziguinchor,36,igname
3455,Ousmane Barry,M,Ziguinchor,26,igname
3456,Pape Camara,M,Tambacounda,22,mais
3457,Aissatou Diouf,F,Tivaouane,62,patate douce
3458,Lamine Camara,M,Tivaouane,56,sésame
3459,Aissatou Diop,F,Sédhiou,34,igname
3460,Abdoulaye Ba,M,Kaolack,43,mil
3461,Adama Bamba,F,Dakar,40,fruits
3462,Aissatou Dieng,F,Diourbel,26,manioc
3463,Maty Gueye,F,Thiès,26,arachide
3464,Fatou Sow,F,Diourbel,56,fruits
3465,Abdoulaye Dabo,M,Dakar,49,autres
3466,Modou Sall,M,Ziguinchor,62,mais
3467,Mamadou Ndoye,M,Saint-Louis,33,haricot
3468,Pape Diallo,M,Matam,54,haricot
3469,Fatou Bamba,F,Ziguinchor,65,mil
3470,Mamadou Sarr Dieng,M,Ziguinchor,38,arachide
3471,Seynabou Diakhate,F,Mbour,46,mais
3472,Adama Senghor,F,Mbour,47,mais
3473,Bineta Camara,F,Tambacounda,59,haricot
3474,Mamadou Lamine Gueye,M,Matam,40,mil
3475,Sidy Faye,M,Dakar,33,patate douce
3476,Fatou Camara,F,Fatick,25,arachide
3477,Mamadou Ndiaye Keita,M,Matam,61,mais
3478,Pape Fall,M,Mbour,34,manioc
3479,El Hadji Kane,M,Saint-Louis,40,mais
3480,Seynabou Keita,F,Saint-Louis,45,manioc
3481,Mamadou Sow Thiam,M,Dakar,47,coton
3482,Moussa Dabo,M,Tivaouane,52,autres
3483,El Hadji Keita,M,Sédhiou,18,patate douce
3484,Mamadou Diop Diouf,M,Louga,22,mais
3485,Mamadou Sarr Cissé,M,Matam,52,patate douce
3486,Mamadou Boubacar Diop,M,Sédhiou,51,manioc
3487,Mamadou Sarr Fall,M,Kolda,44,patate douce
3488,helene Sarr,F,Fatick,43,légumes
